"Location","Year","Series","Series Code","Permits"
"EXCELSIOR",2010,"Units in Single-Family Structures",2.0,0
"EXCELSIOR",2011,"Units in Single-Family Structures",2.0,1.0
"EXCELSIOR",2012,"Units in Single-Family Structures",2.0,6.0
"EXCELSIOR",2013,"Units in Single-Family Structures",2.0,3.0
"EXCELSIOR",2014,"Units in Single-Family Structures",2.0,13.0
"EXCELSIOR",2015,"Units in Single-Family Structures",2.0,4.0
"EXCELSIOR",2016,"Units in Single-Family Structures",2.0,5.0
"EXCELSIOR",2017,"Units in Single-Family Structures",2.0,12.0
"EXCELSIOR",2018,"Units in Single-Family Structures",2.0,10.0
"EXCELSIOR",2019,"Units in Single-Family Structures",2.0,10.0
"EXCELSIOR",2000,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2001,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2002,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2003,"Units in All Multi-Family Structures",3.0,18.0
"EXCELSIOR",2004,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2005,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2006,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2007,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2008,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2009,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2010,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2011,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2012,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2013,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2014,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2015,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2016,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2017,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2018,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2019,"Units in All Multi-Family Structures",3.0,0
"EXCELSIOR",2000,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2001,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2002,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2003,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2004,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2005,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2006,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2007,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2008,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2009,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2010,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2011,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2012,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2013,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2014,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2015,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2016,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2017,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2018,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2019,"Units in 2-unit Multi-Family Structures",4.0,0
"EXCELSIOR",2000,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2001,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2002,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2003,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2004,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2005,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2006,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2007,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2008,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2009,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2010,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2016,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2017,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2018,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"EXCELSIOR",2000,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2001,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2002,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2003,"Units in 5+ Unit Multi-Family Structures",6.0,18.0
"EXCELSIOR",2004,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2005,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2006,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2007,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2008,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2009,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2010,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2011,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2012,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2013,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2014,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2015,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2016,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2017,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2018,"Units in 5+ Unit Multi-Family Structures",6.0,0
"EXCELSIOR",2019,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2000,"Total Units",1.0,4.0
"FALCON HEIGHTS",2001,"Total Units",1.0,0
"FALCON HEIGHTS",2002,"Total Units",1.0,0
"FALCON HEIGHTS",2003,"Total Units",1.0,56.0
"FALCON HEIGHTS",2004,"Total Units",1.0,56.0
"FALCON HEIGHTS",2005,"Total Units",1.0,7.0
"FALCON HEIGHTS",2006,"Total Units",1.0,1.0
"FALCON HEIGHTS",2007,"Total Units",1.0,0
"FALCON HEIGHTS",2008,"Total Units",1.0,0
"FALCON HEIGHTS",2009,"Total Units",1.0,0
"FALCON HEIGHTS",2010,"Total Units",1.0,0
"FALCON HEIGHTS",2011,"Total Units",1.0,0
"FALCON HEIGHTS",2012,"Total Units",1.0,0
"FALCON HEIGHTS",2013,"Total Units",1.0,0
"FALCON HEIGHTS",2014,"Total Units",1.0,0
"FALCON HEIGHTS",2015,"Total Units",1.0,0
"FALCON HEIGHTS",2016,"Total Units",1.0,0
"FALCON HEIGHTS",2017,"Total Units",1.0,2.0
"FALCON HEIGHTS",2018,"Total Units",1.0,0
"FALCON HEIGHTS",2019,"Total Units",1.0,67.0
"FALCON HEIGHTS",2000,"Units in Single-Family Structures",2.0,2.0
"FALCON HEIGHTS",2001,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2002,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2003,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2004,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2005,"Units in Single-Family Structures",2.0,7.0
"FALCON HEIGHTS",2006,"Units in Single-Family Structures",2.0,1.0
"FALCON HEIGHTS",2007,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2008,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2009,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2010,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2011,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2012,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2013,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2014,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2015,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2016,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2017,"Units in Single-Family Structures",2.0,2.0
"FALCON HEIGHTS",2018,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2019,"Units in Single-Family Structures",2.0,0
"FALCON HEIGHTS",2000,"Units in All Multi-Family Structures",3.0,2.0
"FALCON HEIGHTS",2001,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2002,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2003,"Units in All Multi-Family Structures",3.0,56.0
"FALCON HEIGHTS",2004,"Units in All Multi-Family Structures",3.0,56.0
"FALCON HEIGHTS",2005,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2006,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2007,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2008,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2009,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2010,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2011,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2012,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2013,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2014,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2015,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2016,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2017,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2018,"Units in All Multi-Family Structures",3.0,0
"FALCON HEIGHTS",2019,"Units in All Multi-Family Structures",3.0,67.0
"FALCON HEIGHTS",2000,"Units in 2-unit Multi-Family Structures",4.0,2.0
"FALCON HEIGHTS",2001,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2002,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2003,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2004,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2005,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2006,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2007,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2008,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2009,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2010,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2011,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2012,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2013,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2014,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2015,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2016,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2017,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2018,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2019,"Units in 2-unit Multi-Family Structures",4.0,0
"FALCON HEIGHTS",2000,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2001,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2002,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2003,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2004,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2005,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2006,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2007,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2008,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2009,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2010,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2016,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2017,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2018,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALCON HEIGHTS",2000,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2001,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2002,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2003,"Units in 5+ Unit Multi-Family Structures",6.0,56.0
"FALCON HEIGHTS",2004,"Units in 5+ Unit Multi-Family Structures",6.0,56.0
"FALCON HEIGHTS",2005,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2006,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2007,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2008,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2009,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2010,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2011,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2012,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2013,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2014,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2015,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2016,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2017,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2018,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALCON HEIGHTS",2019,"Units in 5+ Unit Multi-Family Structures",6.0,67.0
"FALL RIVER VILLAGE",2000,"Total Units",1.0,4.0
"FALL RIVER VILLAGE",2001,"Total Units",1.0,4.0
"FALL RIVER VILLAGE",2002,"Total Units",1.0,4.0
"FALL RIVER VILLAGE",2003,"Total Units",1.0,39.0
"FALL RIVER VILLAGE",2004,"Total Units",1.0,28.0
"FALL RIVER VILLAGE",2005,"Total Units",1.0,16.0
"FALL RIVER VILLAGE",2006,"Total Units",1.0,27.0
"FALL RIVER VILLAGE",2007,"Total Units",1.0,42.0
"FALL RIVER VILLAGE",2008,"Total Units",1.0,9.0
"FALL RIVER VILLAGE",2009,"Total Units",1.0,5.0
"FALL RIVER VILLAGE",2010,"Total Units",1.0,0
"FALL RIVER VILLAGE",2011,"Total Units",1.0,0
"FALL RIVER VILLAGE",2012,"Total Units",1.0,0
"FALL RIVER VILLAGE",2013,"Total Units",1.0,0
"FALL RIVER VILLAGE",2014,"Total Units",1.0,1.0
"FALL RIVER VILLAGE",2015,"Total Units",1.0,4.0
"FALL RIVER VILLAGE",2016,"Total Units",1.0,6.0
"FALL RIVER VILLAGE",2017,"Total Units",1.0,6.0
"FALL RIVER VILLAGE",2018,"Total Units",1.0,14.0
"FALL RIVER VILLAGE",2019,"Total Units",1.0,8.0
"FALL RIVER VILLAGE",2000,"Units in Single-Family Structures",2.0,4.0
"FALL RIVER VILLAGE",2001,"Units in Single-Family Structures",2.0,4.0
"FALL RIVER VILLAGE",2002,"Units in Single-Family Structures",2.0,4.0
"FALL RIVER VILLAGE",2003,"Units in Single-Family Structures",2.0,37.0
"FALL RIVER VILLAGE",2004,"Units in Single-Family Structures",2.0,17.0
"FALL RIVER VILLAGE",2005,"Units in Single-Family Structures",2.0,12.0
"FALL RIVER VILLAGE",2006,"Units in Single-Family Structures",2.0,16.0
"FALL RIVER VILLAGE",2007,"Units in Single-Family Structures",2.0,26.0
"FALL RIVER VILLAGE",2008,"Units in Single-Family Structures",2.0,3.0
"FALL RIVER VILLAGE",2009,"Units in Single-Family Structures",2.0,5.0
"FALL RIVER VILLAGE",2010,"Units in Single-Family Structures",2.0,0
"FALL RIVER VILLAGE",2011,"Units in Single-Family Structures",2.0,0
"FALL RIVER VILLAGE",2012,"Units in Single-Family Structures",2.0,0
"FALL RIVER VILLAGE",2013,"Units in Single-Family Structures",2.0,0
"FALL RIVER VILLAGE",2014,"Units in Single-Family Structures",2.0,1.0
"FALL RIVER VILLAGE",2015,"Units in Single-Family Structures",2.0,4.0
"FALL RIVER VILLAGE",2016,"Units in Single-Family Structures",2.0,2.0
"FALL RIVER VILLAGE",2017,"Units in Single-Family Structures",2.0,6.0
"FALL RIVER VILLAGE",2018,"Units in Single-Family Structures",2.0,14.0
"FALL RIVER VILLAGE",2019,"Units in Single-Family Structures",2.0,8.0
"FALL RIVER VILLAGE",2000,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2001,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2002,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2003,"Units in All Multi-Family Structures",3.0,2.0
"FALL RIVER VILLAGE",2004,"Units in All Multi-Family Structures",3.0,11.0
"FALL RIVER VILLAGE",2005,"Units in All Multi-Family Structures",3.0,4.0
"FALL RIVER VILLAGE",2006,"Units in All Multi-Family Structures",3.0,11.0
"FALL RIVER VILLAGE",2007,"Units in All Multi-Family Structures",3.0,16.0
"FALL RIVER VILLAGE",2008,"Units in All Multi-Family Structures",3.0,6.0
"FALL RIVER VILLAGE",2009,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2010,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2011,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2012,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2013,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2014,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2015,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2016,"Units in All Multi-Family Structures",3.0,4.0
"FALL RIVER VILLAGE",2017,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2018,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2019,"Units in All Multi-Family Structures",3.0,0
"FALL RIVER VILLAGE",2000,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2001,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2002,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2003,"Units in 2-unit Multi-Family Structures",4.0,2.0
"FALL RIVER VILLAGE",2004,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2005,"Units in 2-unit Multi-Family Structures",4.0,4.0
"FALL RIVER VILLAGE",2006,"Units in 2-unit Multi-Family Structures",4.0,8.0
"FALL RIVER VILLAGE",2007,"Units in 2-unit Multi-Family Structures",4.0,8.0
"FALL RIVER VILLAGE",2008,"Units in 2-unit Multi-Family Structures",4.0,6.0
"FALL RIVER VILLAGE",2009,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2010,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2011,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2012,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2013,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2014,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2015,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2016,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2017,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2018,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2019,"Units in 2-unit Multi-Family Structures",4.0,0
"FALL RIVER VILLAGE",2000,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2001,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2002,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2003,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2004,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0
"FALL RIVER VILLAGE",2005,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2006,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0
"FALL RIVER VILLAGE",2007,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0
"FALL RIVER VILLAGE",2008,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2009,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2010,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2016,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0
"FALL RIVER VILLAGE",2017,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2018,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2019,"Units in 3- and 4-unit Multi-Family Structures",5.0,0
"FALL RIVER VILLAGE",2000,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2001,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2002,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2003,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2004,"Units in 5+ Unit Multi-Family Structures",6.0,8.0
"FALL RIVER VILLAGE",2005,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2006,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2007,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2008,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2009,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2010,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2011,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2012,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2013,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2014,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2015,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2016,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2017,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2018,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FALL RIVER VILLAGE",2019,"Units in 5+ Unit Multi-Family Structures",6.0,0
"FARMINGTON",2000,"Total Units",1.0,352.0
"FARMINGTON",2001,"Total Units",1.0,484.0
"FARMINGTON",2002,"Total Units",1.0,566.0
"FARMINGTON",2003,"Total Units",1.0,542.0
"FARMINGTON",2004,"Total Units",1.0,228.0
"FARMINGTON",2005,"Total Units",1.0,198.0
"FARMINGTON",2006,"Total Units",1.0,200.0
"FARMINGTON",2007,"Total Units",1.0,144.0
"FARMINGTON",2008,"Total Units",1.0,74.0
"FARMINGTON",2009,"Total Units",1.0,77.0
"FARMINGTON",2010,"Total Units",1.0,96.0
"FARMINGTON",2011,"Total Units",1.0,52.0
"FARMINGTON",2012,"Total Units",1.0,67.0
"FARMINGTON",2013,"Total Units",1.0,124.0
"FARMINGTON",2014,"Total Units",1.0,83.0
"FARMINGTON",2015,"Total Units",1.0,55.0
"FARMINGTON",2016,"Total Units",1.0,136.0
"FARMINGTON",2017,"Total Units",1.0,44.0
"FARMINGTON",2018,"Total Units",1.0,36.0
"FARMINGTON",2019,"Total Units",1.0,38.0
"FARMINGTON",2000,"Units in Single-Family Structures",2.0,302.0
"FARMINGTON",2001,"Units in Single-Family Structures",2.0,362.0
"FARMINGTON",2002,"Units in Single-Family Structures",2.0,566.0
"FARMINGTON",2003,"Units in Single-Family Structures",2.0,542.0
"FARMINGTON",2004,"Units in Single-Family Structures",2.0,228.0
"FARMINGTON",2005,"Units in Single-Family Structures",2.0,198.0
"FARMINGTON",2006,"Units in Single-Family Structures",2.0,200.0
"FARMINGTON",2007,"Units in Single-Family Structures",2.0,144.0
"FARMINGTON",2008,"Units in Single-Family Structures",2.0,74.0
"FARMINGTON",2009,"Units in Single-Family Structures",2.0,77.0
"FARMINGTON",2010,"Units in Single-Family Structures",2.0,96.0
"FARMINGTON",2011,"Units in Single-Family Structures",2.0,52.0
"FARMINGTON",2012,"Units in Single-Family Structures",2.0,67.0
"FARMINGTON",2013,"Units in Single-Family Structures",2.0,122.0
"FARMINGTON",2014,"Units in Single-Family Structures",2.0,83.0
